,AQI_Value,CO_AQI_Value,Ozone_AQI_Value,NO2_AQI_Value,PM2_5_AQI_Value,Lat,Lng,PM10
908,27,na,21,na,19,[53.322562, -6.237014],8
909,27,na,21,na,19,[53.322562, -6.237014],8
910,20,na,21,na,19,[53.338252, -6.280805],8
911,21,na,26,na,16,[53.286763, -6.173349],6
912,3,na,21,na,19,[53.347863, -6.243785],8
913,1,na,21,na,19,[53.343628, -6.270197],8
914,3,na,21,na,19,[53.347863, -6.243785],8
915,18,na,21,na,19,[53.33192, -6.215766],8
916,1,na,21,na,19,[53.343628, -6.270197],8
917,3,na,21,na,19,[53.347863, -6.243785],8
918,15,na,31,na,42,[44.4185543, 26.1615982],12
919,45,na,31,na,45,[44.4258997, 26.0544366],13
920,45,na,31,na,45,[44.4258997, 26.0544366],13
921,45,na,31,na,45,[44.4258997, 26.0544366],13
922,49,na,30,na,45,[44.4556327, 26.0251529],13
923,45,na,31,na,45,[44.4258997, 26.0544366],13
924,45,na,31,na,45,[44.4258997, 26.0544366],13
925,45,na,31,na,45,[44.4258997, 26.0544366],13
926,15,na,31,na,42,[44.4185543, 26.1615982],12
927,45,na,31,na,45,[44.4258997, 26.0544366],13
928,15,na,31,na,42,[44.4185543, 26.1615982],12
929,15,na,31,na,42,[44.4185543, 26.1615982],12
930,45,na,31,na,45,[44.4258997, 26.0544366],13
931,45,na,31,na,45,[44.4258997, 26.0544366],13
932,45,na,31,na,45,[44.4258997, 26.0544366],13
933,45,na,31,na,45,[44.4258997, 26.0544366],13
934,49,na,30,na,45,[44.4556327, 26.0251529],13
935,2,2.1,17,14.2,51,[55.718774, 37.570271],18
936,32,13,17,11,51,[55.76385, 37.6621],18
937,77,0.3,17,5.1,34,[55.708638, 37.479385],10
938,32,1.6,17,15.6,51,[55.759354, 37.595584],18
939,32,1.6,17,15.6,51,[55.759354, 37.595584],18
940,77,0.3,17,5.1,34,[55.708638, 37.479385],10
941,1,1.3,18,13.3,36,[55.535478, 37.57936],10
942,77,0.3,17,5.1,34,[55.708638, 37.479385],10
943,32,1.6,17,15.6,51,[55.759354, 37.595584],18
944,77,0.3,17,5.1,34,[55.708638, 37.479385],10
945,32,13,17,11,51,[55.76385, 37.6621],18
946,32,13,17,11,51,[55.76385, 37.6621],18
947,32,1.6,17,15.6,51,[55.759354, 37.595584],18
948,32,1.6,17,15.6,51,[55.759354, 37.595584],18
949,32,13,17,11,51,[55.76385, 37.6621],18
950,4,3.9,17,41.6,35,[55.688043, 37.863004],11
951,2,2.1,17,14.2,51,[55.718774, 37.570271],18
952,32,1.6,17,15.6,51,[55.759354, 37.595584],18
953,32,1.6,17,15.6,51,[55.759354, 37.595584],18
954,32,1.6,17,15.6,51,[55.759354, 37.595584],18
955,77,0.3,17,5.1,34,[55.708638, 37.479385],10
956,77,0.3,17,5.1,34,[55.708638, 37.479385],10
957,77,0.3,17,5.1,34,[55.708638, 37.479385],10
958,32,1.6,17,15.6,51,[55.759354, 37.595584],18
959,32,1.6,17,15.6,51,[55.759354, 37.595584],18
960,2,2.1,17,14.2,51,[55.718774, 37.570271],18
961,32,1.6,17,15.6,51,[55.759354, 37.595584],18
962,77,0.3,17,5.1,34,[55.708638, 37.479385],10
963,32,1.6,17,15.6,51,[55.759354, 37.595584],18
964,4,3.9,17,41.6,35,[55.688043, 37.863004],11
965,2,2.1,17,14.2,51,[55.718774, 37.570271],18
966,32,1.6,17,15.6,51,[55.759354, 37.595584],18
967,32,1.6,17,15.6,51,[55.759354, 37.595584],18
968,32,13,17,11,51,[55.76385, 37.6621],18
969,32,1.6,17,15.6,51,[55.759354, 37.595584],18
970,2,2.1,17,14.2,51,[55.718774, 37.570271],18
971,32,1.6,17,15.6,51,[55.759354, 37.595584],18
972,2,2.1,17,14.2,51,[55.718774, 37.570271],18
973,77,0.3,17,5.1,34,[55.708638, 37.479385],10
974,2,1.9,21,8.7,16,[55.994145, 37.172252],5
975,77,0.3,17,5.1,34,[55.708638, 37.479385],10
976,32,13,17,11,51,[55.76385, 37.6621],18
977,32,1.6,17,15.6,51,[55.759354, 37.595584],18
978,2,2.1,17,14.2,51,[55.718774, 37.570271],18
979,2,2.1,17,14.2,51,[55.718774, 37.570271],18
980,32,1.6,17,15.6,51,[55.759354, 37.595584],18
981,32,1.6,17,15.6,51,[55.759354, 37.595584],18
982,32,1.6,17,15.6,51,[55.759354, 37.595584],18
983,32,1.6,17,15.6,51,[55.759354, 37.595584],18
984,32,13,17,11,51,[55.76385, 37.6621],18
985,77,0.3,17,5.1,34,[55.708638, 37.479385],10
986,32,13,17,11,51,[55.76385, 37.6621],18
987,32,13,17,11,51,[55.76385, 37.6621],18
988,77,0.3,17,5.1,34,[55.708638, 37.479385],10
989,95,na,6,na,68,[-1.936231, 30.077951],27
990,95,na,6,na,68,[-1.936231, 30.077951],27
991,29,na,8,na,18,[18.070114, -63.081481],8
992,29,na,8,na,18,[18.070114, -63.081481],8
993,29,na,8,na,18,[18.070114, -63.081481],8
994,38,na,6,na,19,[14.468867, -60.927389],10
995,38,na,6,na,19,[14.468867, -60.927389],10
996,80,na,26,na,131,[26.204697, 50.57083],101
997,80,na,26,na,131,[26.204697, 50.57083],101
998,80,na,26,na,131,[26.204697, 50.57083],101
999,80,na,26,na,131,[26.204697, 50.57083],101
1000,80,na,26,na,131,[26.204697, 50.57083],101
1001,80,na,26,na,131,[26.204697, 50.57083],101
1002,80,na,26,na,131,[26.204697, 50.57083],101
1003,80,na,26,na,131,[26.204697, 50.57083],101
1004,80,na,26,na,131,[26.204697, 50.57083],101
1005,80,na,26,na,131,[26.204697, 50.57083],101
1006,24,na,13,na,8,[27.831949454874, -17.921644512378],6
1007,24,na,13,na,8,[27.831949454874, -17.921644512378],6
1008,24,na,13,na,8,[27.831949454874, -17.921644512378],6
1009,73,1.9,37,26.7,69,[44.821, 20.459222222222],23
1010,55,1.3,37,6.3,69,[44.82112, 20.459113],23
1011,73,1.9,37,26.7,69,[44.821, 20.459222222222],23
1012,58,na,31,na,49,[44.796959, 20.475288],14
1013,73,1.9,37,26.7,69,[44.821, 20.459222222222],23
1014,58,na,31,na,49,[44.796959, 20.475288],14
1015,61,4.9,31,14.8,49,[44.794262, 20.463173],14
1016,57,na,31,na,49,[44.777237, 20.457029],14
1017,73,1.9,37,26.7,69,[44.821, 20.459222222222],23
1018,63,4.4,31,4.3,49,[44.796427, 20.486154],14
1019,57,na,31,na,49,[44.777237, 20.457029],14
1020,61,na,37,na,72,[44.835246, 20.403299],25
1021,58,na,31,na,49,[44.796959, 20.475288],14
1022,56,2.6,31,7,49,[44.788646, 20.444507],14
1023,54,2.9,37,3.5,72,[44.803111111111, 20.400027777778],24
1024,73,1.9,37,26.7,69,[44.821, 20.459222222222],23
1025,57,na,31,na,49,[44.777237, 20.457029],14
1026,55,1.3,37,6.3,69,[44.82112, 20.459113],23
1027,55,na,4,na,69,[5.36, -4.0083],34
1028,55,na,4,na,69,[5.36, -4.0083],34
1029,55,na,4,na,69,[5.36, -4.0083],34
1030,74,2.2,36,11.9,44,[48.1448688, 17.1130846],12
1031,85,2.3,36,3.2,44,[48.1684184, 17.1078752],12
1032,74,2.2,36,11.9,44,[48.1448688, 17.1130846],12
1033,74,2.2,36,11.9,44,[48.1448688, 17.1130846],12
1034,74,2.2,36,11.9,44,[48.1448688, 17.1130846],12
1035,85,2.3,36,3.2,44,[48.1684184, 17.1078752],12
1036,85,2.3,36,3.2,44,[48.1684184, 17.1078752],12
1037,59,na,41,na,51,[46.037791, 14.494001],15
1038,59,na,41,na,51,[46.037791, 14.494001],15
1039,65,na,44,na,53,[45.955569063015, 13.652389822931],15
1040,63,0.1,38,3.7,56,[46.065851, 14.517454],17
1041,82,na,7,na,11,[-21.1595, 149.1549],5
1042,143,na,6,na,58,[-1.23437, 36.81732],33
1043,143,na,6,na,58,[-1.23437, 36.81732],33
1044,21,na,7,na,25,[-33.9155, 18.643556],13
1045,25,na,7,na,25,[-33.9025, 18.565194],13
1046,6,6.3,8,1.8,17,[-33.927546, 18.482759],10
1047,43,na,9,na,12,[-33.913833, 18.425167],8
1048,49,na,39,na,50,[35.8555556, 14.5333333],16
1049,6,6.3,8,1.8,17,[-33.927546, 18.482759],10
1050,6,6.3,8,1.8,17,[-33.927546, 18.482759],10
1051,6,6.3,8,1.8,17,[-33.927546, 18.482759],10
1052,6,6.3,8,1.8,17,[-33.927546, 18.482759],10
1053,43,na,9,na,12,[-33.913833, 18.425167],8
1054,6,6.3,8,1.8,17,[-33.927546, 18.482759],10
1055,95,na,6,na,68,[-1.936231, 30.077951],27
1056,30,0.1,22,8.3,32,[40.4167754, -3.7037902],10
1057,30,0.1,22,8.3,32,[40.4167754, -3.7037902],10
1058,30,0.1,22,8.3,32,[40.4167754, -3.7037902],10
1059,30,0.1,22,8.3,32,[40.4167754, -3.7037902],10
1060,9,na,22,na,32,[40.445542, -3.707129],10
1061,30,0.1,22,8.3,32,[40.4167754, -3.7037902],10
1062,59,0.1,24,15.6,72,[41.38534, 2.153822],38
1063,63,0.1,25,9.2,33,[40.421562, -3.682319],10
1064,25,na,22,na,31,[40.419352, -3.747346],10
1065,30,0.1,22,8.3,32,[40.4167754, -3.7037902],10
1066,21,na,22,na,32,[40.439891, -3.690366],10
1067,63,0.1,25,9.2,33,[40.421562, -3.682319],10
1068,9,na,22,na,32,[40.445542, -3.707129],10
1069,53,na,18,na,74,[21.543486, 39.17299],54
1070,53,na,18,na,74,[21.543486, 39.17299],54
1071,53,na,18,na,74,[21.543486, 39.17299],54
1072,53,na,18,na,74,[21.543486, 39.17299],54
1073,53,na,18,na,74,[21.543486, 39.17299],54
1074,53,na,18,na,74,[21.543486, 39.17299],54
1075,53,na,18,na,74,[21.543486, 39.17299],54
1076,53,na,18,na,74,[21.543486, 39.17299],54
1077,53,na,18,na,74,[21.543486, 39.17299],54
1078,53,na,18,na,74,[21.543486, 39.17299],54
1079,53,na,18,na,74,[21.543486, 39.17299],54
1080,53,na,18,na,74,[21.543486, 39.17299],54
1081,15,na,4,na,3,[5.16425, -52.6465],2
1082,39,na,34,na,29,[59.44592161984784, 17.95499263300909],8
1083,27,na,34,na,30,[59.3146033825323, 18.0771383476735],9
1084,29,0.1,30,11.7,31,[59.3408269502832, 18.0582536812784],9
1085,29,0.1,30,11.7,31,[59.3408269502832, 18.0582536812784],9
1086,29,0.1,30,11.7,31,[59.3408269502832, 18.0582536812784],9
1087,15,na,30,na,31,[59.31330008340998, 18.004038969950518],9
1088,49,na,30,na,31,[59.340500235637215, 18.037016134124812],9
1089,29,0.1,30,11.7,31,[59.3408269502832, 18.0582536812784],9
1090,27,na,34,na,30,[59.3146033825323, 18.0771383476735],9
1091,41,na,29,na,31,[46.951111111111, 7.4408333333333],10
1092,47,na,31,na,38,[47.438727425121, 8.5701197998635],15
1093,41,na,29,na,31,[46.951111111111, 7.4408333333333],10
1094,35,na,37,na,38,[32.557751, 35.845016],13
1095,35,na,37,na,38,[32.557751, 35.845016],13
1096,35,na,37,na,38,[32.557751, 35.845016],13
1097,35,na,37,na,38,[32.557751, 35.845016],13
1098,104,na,13,na,89,[38.55767, 68.77592],54
1099,104,na,13,na,89,[38.55767, 68.77592],54
1100,104,na,13,na,89,[38.55767, 68.77592],54
1101,104,na,13,na,89,[38.55767, 68.77592],54
1102,143,na,6,na,58,[-1.23437, 36.81732],33
1103,143,na,6,na,58,[-1.23437, 36.81732],33
1104,68,0.1,1,15,82,[13.729852, 100.536501],26
1105,68,0.1,1,15,82,[13.729852, 100.536501],26
1106,65,na,1,na,68,[13.666183, 100.605742],20
1107,68,0.1,1,15,82,[13.729852, 100.536501],26
1108,61,0.1,1,12.7,82,[13.7563309, 100.5017651],26
1109,46,na,1,na,72,[13.779873, 100.646009],22
1110,70,na,1,na,84,[13.7054879, 100.315622],26
1111,78,na,1,na,82,[13.727622, 100.486568],26
1112,61,0.1,1,12.7,82,[13.7563309, 100.5017651],26
1113,55,0.1,1,13.3,79,[13.907861, 100.535641],24
1114,61,0.1,1,12.7,82,[13.7563309, 100.5017651],26
1115,70,na,1,na,84,[13.7054879, 100.315622],26
1116,59,0.1,1,7.5,80,[14.03742, 100.605216],25
1117,30,0.1,4,4.7,31,[13.428581, 100.024664],19
1118,59,0.1,1,7.5,80,[14.03742, 100.605216],25
1119,61,0.1,1,12.7,82,[13.7563309, 100.5017651],26
1120,61,0.1,1,12.7,82,[13.7563309, 100.5017651],26
1121,68,0.1,1,15,82,[13.729852, 100.536501],26
1122,50,0.1,1,16.7,82,[13.8069333, 100.5355167],26
1123,55,0.1,1,13.3,79,[13.907861, 100.535641],24
1124,61,0.1,1,12.7,82,[13.7563309, 100.5017651],26
1125,53,0.1,1,9.8,65,[14.526343, 100.926047],18
1126,61,0.1,1,12.7,72,[13.769634, 100.614567],22
1127,61,0.1,1,12.7,72,[13.769634, 100.614567],22
1128,46,na,1,na,72,[13.779873, 100.646009],22
1129,50,0.1,1,16.7,82,[13.8069333, 100.5355167],26
1130,57,0.1,1,8.1,68,[13.652141, 100.531805],19
1131,55,0.1,1,13.3,79,[13.907861, 100.535641],24
1132,55,0.1,1,13.3,79,[13.907861, 100.535641],24
1133,93,0.1,1,12.7,82,[13.76251667, 100.5502],26
1134,46,0.1,1,12.7,72,[13.7954248, 100.5930298],22
1135,55,0.1,1,13.3,79,[13.907861, 100.535641],24
1136,78,0.1,1,15,72,[13.77553, 100.569195],22
1137,46,na,1,na,72,[13.779873, 100.646009],22
1138,55,0.1,1,13.3,79,[13.907861, 100.535641],24
1139,61,0.1,1,12.7,72,[13.769634, 100.614567],22
1140,78,0.1,1,15,72,[13.77553, 100.569195],22
1141,59,0.1,1,7.5,80,[14.03742, 100.605216],25
1142,39,na,4,na,113,[6.4404830932617, 3.4068150520325],55
1143,51,na,44,na,41,[36.0611111, 14.2091667],13
1144,51,na,44,na,41,[36.0611111, 14.2091667],13
1145,51,na,44,na,41,[36.0611111, 14.2091667],13
1146,51,na,44,na,41,[36.0611111, 14.2091667],13
1147,51,na,44,na,41,[36.0611111, 14.2091667],13
1148,51,na,44,na,41,[36.0611111, 14.2091667],13
1149,51,na,44,na,41,[36.0611111, 14.2091667],13
1150,51,na,44,na,41,[36.0611111, 14.2091667],13
1151,16,8.6,25,8.5,22,[39.861041, 32.640589],7
1152,30,15.4,25,6.9,38,[39.91832282586664, 32.82290472883654],11
1153,25,7.3,25,4.5,38,[39.857433511507764, 32.858460545539835],11
1154,30,15.4,25,6.9,38,[39.91832282586664, 32.82290472883654],11
1155,59,15.4,25,39.3,38,[39.92706513272927, 32.86001400920846],11
1156,16,8.6,25,8.5,22,[39.861041, 32.640589],7
1157,35,6.6,25,8.9,25,[39.953754, 32.726386],8
1158,35,6.6,25,8.9,25,[39.953754, 32.726386],8
1159,16,8.6,25,8.5,22,[39.861041, 32.640589],7
1160,30,15.4,25,6.9,38,[39.91832282586664, 32.82290472883654],11
1161,30,15.4,25,6.9,38,[39.91832282586664, 32.82290472883654],11
1162,59,15.4,25,39.3,38,[39.92706513272927, 32.86001400920846],11
1163,63,na,16,na,62,[37.9415, 58.3879],53
1164,63,na,16,na,62,[37.9415, 58.3879],53
1165,63,na,16,na,62,[37.9415, 58.3879],53
1166,63,na,16,na,62,[37.9415, 58.3879],53
1167,63,na,16,na,62,[37.9415, 58.3879],53
1168,63,na,16,na,62,[37.9415, 58.3879],53
1169,63,na,16,na,62,[37.9415, 58.3879],53
1170,95,na,6,na,68,[-1.936231, 30.077951],27
1171,95,na,6,na,68,[-1.936231, 30.077951],27
1172,95,na,6,na,68,[-1.936231, 30.077951],27
1173,95,na,6,na,68,[-1.936231, 30.077951],27
1174,95,na,6,na,68,[-1.936231, 30.077951],27
1175,95,na,6,na,68,[-1.936231, 30.077951],27
1176,95,na,6,na,68,[-1.936231, 30.077951],27
1177,95,na,6,na,68,[-1.936231, 30.077951],27
1178,95,na,6,na,68,[-1.936231, 30.077951],27
1179,95,na,6,na,68,[-1.936231, 30.077951],27
1180,95,na,6,na,68,[-1.936231, 30.077951],27
1181,95,na,6,na,68,[-1.936231, 30.077951],27
1182,95,na,6,na,68,[-1.936231, 30.077951],27
1183,95,na,6,na,68,[-1.936231, 30.077951],27
1184,95,na,6,na,68,[-1.936231, 30.077951],27
1185,95,na,6,na,68,[-1.936231, 30.077951],27
1186,95,na,6,na,68,[-1.936231, 30.077951],27
1187,95,na,6,na,68,[-1.936231, 30.077951],27
1188,95,na,6,na,68,[-1.936231, 30.077951],27
1189,95,na,6,na,68,[-1.936231, 30.077951],27
1190,95,na,6,na,68,[-1.936231, 30.077951],27
1191,95,na,6,na,68,[-1.936231, 30.077951],27
1192,95,na,6,na,68,[-1.936231, 30.077951],27
1193,95,na,6,na,68,[-1.936231, 30.077951],27
1194,95,na,6,na,68,[-1.936231, 30.077951],27
1195,95,na,6,na,68,[-1.936231, 30.077951],27
1196,95,na,6,na,68,[-1.936231, 30.077951],27
1197,95,na,6,na,68,[-1.936231, 30.077951],27
1198,95,na,6,na,68,[-1.936231, 30.077951],27
1199,95,na,6,na,68,[-1.936231, 30.077951],27
1200,95,na,6,na,68,[-1.936231, 30.077951],27
1201,2,na,28,na,28,[47.2, 27.783333],7
1202,2,na,28,na,28,[47.2, 27.783333],7
1203,36,na,32,na,39,[42.029078040164, 35.1552890251045],12
1204,2,na,28,na,28,[47.2, 27.783333],7
1205,2,na,28,na,28,[47.2, 27.783333],7
1206,23,na,15,na,18,[38.605, -28.631388888889],7
1207,2,na,28,na,28,[47.2, 27.783333],7
1208,2,na,28,na,28,[47.2, 27.783333],7
1209,2,na,28,na,28,[47.2, 27.783333],7
1210,2,na,28,na,28,[47.2, 27.783333],7
1211,2,na,28,na,28,[47.2, 27.783333],7
1212,2,na,28,na,28,[47.2, 27.783333],7
1213,2,na,28,na,28,[47.2, 27.783333],7
1214,2,na,28,na,28,[47.2, 27.783333],7
1215,2,na,28,na,28,[47.2, 27.783333],7
1216,2,na,28,na,28,[47.2, 27.783333],7
1217,2,na,28,na,28,[47.2, 27.783333],7
1218,2,na,28,na,28,[47.2, 27.783333],7
1219,2,na,28,na,28,[47.2, 27.783333],7
1220,86,0.1,31,3.8,134,[24.403725901797, 54.516212598318],96
1221,93,na,24,na,138,[25.25848, 55.309166],87
1222,113,na,31,na,138,[24.259283538347, 55.704940681812],97
1223,43,na,32,na,128,[24.484653749994, 54.364735330707],93
1224,33,na,28,na,23,[48.3545, 2.64536],7
1225,43,na,32,na,128,[24.484653749994, 54.364735330707],93
1226,18,na,25,na,52,[51.5013906712066, -0.0782034373606952],15
1227,20,na,25,na,50,[51.4563, 0.085606],15
1228,17,na,25,na,52,[51.4922482333024, -0.147114752900186],15
1229,5,na,25,na,50,[51.490532, 0.074003],15
1230,17,na,25,na,52,[51.4922482333024, -0.147114752900186],15
1231,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1232,20,na,21,na,19,[54.59965, -5.928833],6
1233,5,na,25,na,50,[51.490532, 0.074003],15
1234,23,na,25,na,52,[51.520225273171, -0.0961060474176381],15
1235,22,2.7,24,6.4,32,[51.489398, -0.310081],9
1236,5,na,24,na,32,[51.476168, -0.230427],9
1237,10,na,25,na,52,[51.5277066194645, -0.129053205282516],15
1238,5,na,25,na,50,[51.490532, 0.074003],15
1239,7,na,24,na,50,[51.472504, -0.012381],15
1240,46,2.8,25,27.5,52,[51.52253, -0.154611],15
1241,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1242,20,na,23,na,22,[55.91796, -4.406231],8
1243,10,na,25,na,52,[51.5277066194645, -0.129053205282516],15
1244,25,na,25,na,52,[51.4931557048667, -0.101527038274853],15
1245,10,na,25,na,52,[51.5277066194645, -0.129053205282516],15
1246,10,na,25,na,52,[51.5277066194645, -0.129053205282516],15
1247,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1248,46,2.8,25,27.5,52,[51.52253, -0.154611],15
1249,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1250,34,2.3,25,23.8,52,[51.5073509, -0.1277583],15
1251,10,na,25,na,52,[51.5277066194645, -0.129053205282516],15
1252,23,na,25,na,52,[51.520225273171, -0.0961060474176381],15
1253,23,na,25,na,52,[51.520225273171, -0.0961060474176381],15
1254,34,na,24,na,50,[51.4795312838203, -0.0252606031340197],15
1255,18,na,25,na,52,[51.5013906712066, -0.0782034373606952],15
1256,9,na,25,na,52,[51.557895, -0.106989],15
1257,46,2.8,25,27.5,52,[51.52253, -0.154611],15
1258,25,na,20,na,46,[53.02821, -2.175133],13
1259,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1260,25,na,25,na,52,[51.4931557048667, -0.101527038274853],15
1261,5,na,25,na,50,[51.490532, 0.074003],15
1262,38,7.3,24,8.7,50,[51.562376, -0.004898],15
1263,25,na,25,na,52,[51.4931557048667, -0.101527038274853],15
1264,18,na,24,na,32,[51.463429, -0.215871],9
1265,34,2.3,25,23.8,52,[51.5073509, -0.1277583],15
1266,10,na,25,na,52,[51.513847178423, -0.077765681752],15
1267,34,na,25,na,52,[51.5145253362314, -0.104515626337876],15
1268,32,2.7,24,1,32,[51.52105, -0.213492],9
1269,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1270,25,na,25,na,52,[51.4931557048667, -0.101527038274853],15
1271,32,2.7,24,1,32,[51.52105, -0.213492],9
1272,38,7.3,24,8.7,50,[51.562376, -0.004898],15
1273,15,na,25,na,33,[51.57661, 0.030858],10
1274,32,2.7,24,1,32,[51.52105, -0.213492],9
1275,34,na,25,na,52,[51.533238, -0.129594],15
1276,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1277,7,na,24,na,50,[51.472504, -0.012381],15
1278,21,na,23,na,46,[52.411563, -1.560228],13
1279,38,2.3,25,7.1,52,[51.49467, -0.131931],15
1280,9,na,26,na,29,[51.377923, -0.240414],8
1281,10,na,25,na,52,[51.5277066194645, -0.129053205282516],15
1282,25,na,25,na,52,[51.4931557048667, -0.101527038274853],15
1283,25,2.3,25,9.8,52,[51.54421, -0.175269],15
1284,22,2.7,24,6.4,32,[51.489398, -0.310081],9
1285,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1286,34,na,25,na,52,[51.5145253362314, -0.104515626337876],15
1287,17,na,25,na,52,[51.4922482333024, -0.147114752900186],15
1288,46,2.8,25,27.5,52,[51.52253, -0.154611],15
1289,17,na,25,na,52,[51.4922482333024, -0.147114752900186],15
1290,32,2.7,24,1,32,[51.52105, -0.213492],9
1291,32,2.7,24,1,32,[51.52105, -0.213492],9
1292,38,7.3,24,12.5,34,[51.5993, -0.068218],10
1293,34,2.3,25,23.8,52,[51.5073509, -0.1277583],15
1294,34,2.3,25,23.8,52,[51.5073509, -0.1277583],15
1295,46,2.8,25,27.5,52,[51.52253, -0.154611],15
1296,34,2.3,25,23.8,52,[51.5073509, -0.1277583],15
1297,34,na,25,na,52,[51.5145253362314, -0.104515626337876],15
1298,38,2.3,25,7.1,52,[51.49467, -0.131931],15
1299,25,na,25,na,52,[51.4931557048667, -0.101527038274853],15
1300,13,na,27,na,29,[51.410039, -0.127523],8
1301,17,na,25,na,52,[51.4922482333024, -0.147114752900186],15
1302,17,na,25,na,52,[51.4922482333024, -0.147114752900186],15
1303,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1304,10,na,27,na,29,[51.3586596124998, -0.149723946604927],8
1305,33,2.3,25,5.7,52,[51.52229, -0.125889],15
1306,8,na,24,na,50,[51.5150461674013, -0.00841849265642741],15
1307,46,2.8,25,27.5,52,[51.52253, -0.154611],15
1308,10,na,25,na,52,[51.513847178423, -0.077765681752],15
1309,28,na,36,na,28,[55.79216, -3.2429],9
1310,38,7.3,24,8.7,50,[51.562376, -0.004898],15
1311,11,na,26,na,29,[51.412308, -0.29658478],8
1312,34,na,25,na,52,[51.5145253362314, -0.104515626337876],15
1313,46,2.8,25,27.5,52,[51.52253, -0.154611],15
1314,46,2.8,25,27.5,52,[51.52253, -0.154611],15
1315,23,na,25,na,52,[51.520225273171, -0.0961060474176381],15
1316,38,2.3,25,7.1,52,[51.49467, -0.131931],15
1317,46,2.8,25,27.5,52,[51.52253, -0.154611],15
1318,53,na,2,na,53,[-34.657988, -58.342538],19
1319,53,na,2,na,53,[-34.657988, -58.342538],19
1320,53,na,2,na,53,[-34.657988, -58.342538],19
1321,53,na,2,na,53,[-34.657988, -58.342538],19
1322,82,na,19,na,119,[41.328069, 69.294476],72
1323,82,na,19,na,119,[41.328069, 69.294476],72
1324,82,na,19,na,119,[41.328069, 69.294476],72
1325,82,na,19,na,119,[41.328069, 69.294476],72
1326,82,na,19,na,119,[41.328069, 69.294476],72
1327,82,na,19,na,119,[41.328069, 69.294476],72
1328,98,na,19,na,119,[41.328069, 69.294476],72
1329,98,na,19,na,119,[41.328069, 69.294476],72
1330,98,na,19,na,119,[41.328069, 69.294476],72
1331,98,na,19,na,119,[41.328069, 69.294476],72
1332,98,na,19,na,119,[41.328069, 69.294476],72
1333,137,na,19,na,119,[41.3672, 69.2725],72
1334,98,na,19,na,119,[41.328069, 69.294476],72
1335,98,na,19,na,119,[41.328069, 69.294476],72
1336,53,na,18,na,74,[21.543486, 39.17299],54
1337,30,0.5,6,3.1,51,[-23.682068, 27.722012],18
1338,27,2.2,9,2.5,89,[-24.155951, 28.984199],36
1339,27,2.2,9,2.5,89,[-24.155951, 28.984199],36
1340,27,2.2,9,2.5,89,[-24.155951, 28.984199],36
1341,27,2.2,9,2.5,89,[-24.155951, 28.984199],36
