,Country,City,AQI_Value,CO_AQI_Value,Ozone_AQI_Value,NO2_AQI_Value,PM2_5_AQI_Value,Lat,Lng,PM10
1025,Serbia,Belgrade,57,na,31,na,49,44.777237,20.457029,14
1026,Serbia,Belgrade,55,1.3,37,6.3,69,44.82112,20.459113,23
1027,Côte d'Ivoire,Cocody,55,na,4,na,69,5.36,-4.0083,34
1028,Côte d'Ivoire,Cocody,55,na,4,na,69,5.36,-4.0083,34
1029,Côte d'Ivoire,Cocody,55,na,4,na,69,5.36,-4.0083,34
1030,Slovakia,Bratislava,74,2.2,36,11.9,44,48.1448688,17.1130846,12
1031,Slovakia,Bratislava,85,2.3,36,3.2,44,48.1684184,17.1078752,12
1032,Slovakia,Bratislava,74,2.2,36,11.9,44,48.1448688,17.1130846,12
1033,Slovakia,Bratislava,74,2.2,36,11.9,44,48.1448688,17.1130846,12
1034,Slovakia,Bratislava,74,2.2,36,11.9,44,48.1448688,17.1130846,12
1035,Slovakia,Bratislava,85,2.3,36,3.2,44,48.1684184,17.1078752,12
1036,Slovakia,Bratislava,85,2.3,36,3.2,44,48.1684184,17.1078752,12
1037,Slovenia,Ljubljana,59,na,41,na,51,46.037791,14.494001,15
1038,Slovenia,Ljubljana,59,na,41,na,51,46.037791,14.494001,15
1039,Slovenia,Kromberk,65,na,44,na,53,45.955569063015,13.652389822931,15
1040,Slovenia,Ljubljana,63,0.1,38,3.7,56,46.065851,14.517454,17
1041,Australia,Canberra,82,na,7,na,11,-21.1595,149.1549,5
1042,Kenya,Nairobi,143,na,6,na,58,-1.23437,36.81732,33
1043,Kenya,Nairobi,143,na,6,na,58,-1.23437,36.81732,33
1044,South Africa,Bellville,21,na,7,na,25,-33.9155,18.643556,13
1045,South Africa,Parow,25,na,7,na,25,-33.9025,18.565194,13
1046,South Africa,Cape Town,6,6.3,8,1.8,17,-33.927546,18.482759,10
1047,South Africa,Cape Town,43,na,9,na,12,-33.913833,18.425167,8
1048,Malta,Żejtun,49,na,39,na,50,35.8555556,14.5333333,16
1049,South Africa,Cape Town,6,6.3,8,1.8,17,-33.927546,18.482759,10
1050,South Africa,Cape Town,6,6.3,8,1.8,17,-33.927546,18.482759,10
1051,South Africa,Cape Town,6,6.3,8,1.8,17,-33.927546,18.482759,10
1052,South Africa,Cape Town,6,6.3,8,1.8,17,-33.927546,18.482759,10
1053,South Africa,Cape Town,43,na,9,na,12,-33.913833,18.425167,8
1054,South Africa,Cape Town,6,6.3,8,1.8,17,-33.927546,18.482759,10
1055,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1056,Spain,Madrid,30,0.1,22,8.3,32,40.4167754,-3.7037902,10
1057,Spain,Madrid,30,0.1,22,8.3,32,40.4167754,-3.7037902,10
1058,Spain,Madrid,30,0.1,22,8.3,32,40.4167754,-3.7037902,10
1059,Spain,Madrid,30,0.1,22,8.3,32,40.4167754,-3.7037902,10
1060,Spain,Madrid,9,na,22,na,32,40.445542,-3.707129,10
1061,Spain,Madrid,30,0.1,22,8.3,32,40.4167754,-3.7037902,10
1062,Spain,Barcelona,59,0.1,24,15.6,72,41.38534,2.153822,38
1063,Spain,Madrid,63,0.1,25,9.2,33,40.421562,-3.682319,10
1064,Spain,Madrid,25,na,22,na,31,40.419352,-3.747346,10
1065,Spain,Madrid,30,0.1,22,8.3,32,40.4167754,-3.7037902,10
1066,Spain,Madrid,21,na,22,na,32,40.439891,-3.690366,10
1067,Spain,Madrid,63,0.1,25,9.2,33,40.421562,-3.682319,10
1068,Spain,Madrid,9,na,22,na,32,40.445542,-3.707129,10
1069,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1070,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1071,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1072,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1073,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1074,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1075,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1076,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1077,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1078,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1079,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1080,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1081,France,Kourou,15,na,4,na,3,5.16425,-52.6465,2
1082,Sweden,Sollentuna kommun,39,na,34,na,29,59.44592161984784,17.95499263300909,8
1083,Sweden,Stockholm,27,na,34,na,30,59.3146033825323,18.0771383476735,9
1084,Sweden,Stockholm,29,0.1,30,11.7,31,59.3408269502832,18.0582536812784,9
1085,Sweden,Stockholm,29,0.1,30,11.7,31,59.3408269502832,18.0582536812784,9
1086,Sweden,Stockholm,29,0.1,30,11.7,31,59.3408269502832,18.0582536812784,9
1087,Sweden,Stockholm,15,na,30,na,31,59.31330008340998,18.004038969950518,9
1088,Sweden,Stockholm,49,na,30,na,31,59.340500235637215,18.03701613412481,9
1089,Sweden,Stockholm,29,0.1,30,11.7,31,59.3408269502832,18.0582536812784,9
1090,Sweden,Stockholm,27,na,34,na,30,59.3146033825323,18.0771383476735,9
1091,Switzerland,Bern,41,na,29,na,31,46.951111111111,7.4408333333333,10
1092,Switzerland,Opfikon,47,na,31,na,38,47.438727425121,8.5701197998635,15
1093,Switzerland,Bern,41,na,29,na,31,46.951111111111,7.4408333333333,10
1094,Jordan,Amman,35,na,37,na,38,32.557751,35.845016,13
1095,Jordan,Amman,35,na,37,na,38,32.557751,35.845016,13
1096,Jordan,Amman,35,na,37,na,38,32.557751,35.845016,13
1097,Jordan,Amman,35,na,37,na,38,32.557751,35.845016,13
1098,Tajikistan,Dushanbe,104,na,13,na,89,38.55767,68.77592,54
1099,Tajikistan,Dushanbe,104,na,13,na,89,38.55767,68.77592,54
1100,Tajikistan,Dushanbe,104,na,13,na,89,38.55767,68.77592,54
1101,Tajikistan,Dushanbe,104,na,13,na,89,38.55767,68.77592,54
1102,Kenya,Nairobi,143,na,6,na,58,-1.23437,36.81732,33
1103,Kenya,Nairobi,143,na,6,na,58,-1.23437,36.81732,33
1104,Thailand,Bangkok,68,0.1,1,15,82,13.729852,100.536501,26
1105,Thailand,Bangkok,68,0.1,1,15,82,13.729852,100.536501,26
1106,Thailand,Bangkok,65,na,1,na,68,13.666183,100.605742,20
1107,Thailand,Bangkok,68,0.1,1,15,82,13.729852,100.536501,26
1108,Thailand,Bangkok,61,0.1,1,12.7,82,13.7563309,100.5017651,26
1109,Thailand,Bangkok,46,na,1,na,72,13.779873,100.646009,22
1110,Thailand,Bangkok,70,na,1,na,84,13.7054879,100.315622,26
1111,Thailand,Bangkok,78,na,1,na,82,13.727622,100.486568,26
1112,Thailand,Bangkok,61,0.1,1,12.7,82,13.7563309,100.5017651,26
1113,Thailand,Bangkok,55,0.1,1,13.3,79,13.907861,100.535641,24
1114,Thailand,Bangkok,61,0.1,1,12.7,82,13.7563309,100.5017651,26
1115,Thailand,Bangkok,70,na,1,na,84,13.7054879,100.315622,26
1116,Thailand,Bangkok,59,0.1,1,7.5,80,14.03742,100.605216,25
1117,Thailand,Bangkok,30,0.1,4,4.7,31,13.428581,100.024664,19
1118,Thailand,Bangkok,59,0.1,1,7.5,80,14.03742,100.605216,25
1119,Thailand,Bangkok,61,0.1,1,12.7,82,13.7563309,100.5017651,26
1120,Thailand,Bangkok,61,0.1,1,12.7,82,13.7563309,100.5017651,26
1121,Thailand,Bangkok,68,0.1,1,15,82,13.729852,100.536501,26
1122,Thailand,Bangkok,50,0.1,1,16.7,82,13.8069333,100.5355167,26
1123,Thailand,Bangkok,55,0.1,1,13.3,79,13.907861,100.535641,24
1124,Thailand,Bangkok,61,0.1,1,12.7,82,13.7563309,100.5017651,26
1125,Thailand,Bangkok,53,0.1,1,9.8,65,14.526343,100.926047,18
1126,Thailand,Bangkok,61,0.1,1,12.7,72,13.769634,100.614567,22
1127,Thailand,Bangkok,61,0.1,1,12.7,72,13.769634,100.614567,22
1128,Thailand,Bangkok,46,na,1,na,72,13.779873,100.646009,22
1129,Thailand,Bangkok,50,0.1,1,16.7,82,13.8069333,100.5355167,26
1130,Thailand,Bangkok,57,0.1,1,8.1,68,13.652141,100.531805,19
1131,Thailand,Bangkok,55,0.1,1,13.3,79,13.907861,100.535641,24
1132,Thailand,Bangkok,55,0.1,1,13.3,79,13.907861,100.535641,24
1133,Thailand,Bangkok,93,0.1,1,12.7,82,13.76251667,100.5502,26
1134,Thailand,Bangkok,46,0.1,1,12.7,72,13.7954248,100.5930298,22
1135,Thailand,Bangkok,55,0.1,1,13.3,79,13.907861,100.535641,24
1136,Thailand,Bangkok,78,0.1,1,15,72,13.77553,100.569195,22
1137,Thailand,Bangkok,46,na,1,na,72,13.779873,100.646009,22
1138,Thailand,Bangkok,55,0.1,1,13.3,79,13.907861,100.535641,24
1139,Thailand,Bangkok,61,0.1,1,12.7,72,13.769634,100.614567,22
1140,Thailand,Bangkok,78,0.1,1,15,72,13.77553,100.569195,22
1141,Thailand,Bangkok,59,0.1,1,7.5,80,14.03742,100.605216,25
1142,Nigeria,Abuja,39,na,4,na,113,6.4404830932617,3.4068150520325,55
1143,Malta,Għarb,51,na,44,na,41,36.0611111,14.2091667,13
1144,Malta,Għarb,51,na,44,na,41,36.0611111,14.2091667,13
1145,Malta,Għarb,51,na,44,na,41,36.0611111,14.2091667,13
1146,Malta,Għarb,51,na,44,na,41,36.0611111,14.2091667,13
1147,Malta,Għarb,51,na,44,na,41,36.0611111,14.2091667,13
1148,Malta,Għarb,51,na,44,na,41,36.0611111,14.2091667,13
1149,Malta,Għarb,51,na,44,na,41,36.0611111,14.2091667,13
1150,Malta,Għarb,51,na,44,na,41,36.0611111,14.2091667,13
1151,Turkey,Çankaya,16,8.6,25,8.5,22,39.861041,32.640589,7
1152,Turkey,Ankara,30,15.4,25,6.9,38,39.91832282586664,32.82290472883654,11
1153,Turkey,Yeşilkent,25,7.3,25,4.5,38,39.85743351150776,32.858460545539835,11
1154,Turkey,Ankara,30,15.4,25,6.9,38,39.91832282586664,32.82290472883654,11
1155,Turkey,Ankara,59,15.4,25,39.3,38,39.92706513272927,32.86001400920846,11
1156,Turkey,Çankaya,16,8.6,25,8.5,22,39.861041,32.640589,7
1157,Turkey,Yenimahalle,35,6.6,25,8.9,25,39.953754,32.726386,8
1158,Turkey,Yenimahalle,35,6.6,25,8.9,25,39.953754,32.726386,8
1159,Turkey,Çankaya,16,8.6,25,8.5,22,39.861041,32.640589,7
1160,Turkey,Ankara,30,15.4,25,6.9,38,39.91832282586664,32.82290472883654,11
1161,Turkey,Ankara,30,15.4,25,6.9,38,39.91832282586664,32.82290472883654,11
1162,Turkey,Ankara,59,15.4,25,39.3,38,39.92706513272927,32.86001400920846,11
1163,Turkmenistan,Ashgabat City,63,na,16,na,62,37.9415,58.3879,53
1164,Turkmenistan,Ashgabat City,63,na,16,na,62,37.9415,58.3879,53
1165,Turkmenistan,Ashgabat City,63,na,16,na,62,37.9415,58.3879,53
1166,Turkmenistan,Ashgabat City,63,na,16,na,62,37.9415,58.3879,53
1167,Turkmenistan,Ashgabat City,63,na,16,na,62,37.9415,58.3879,53
1168,Turkmenistan,Ashgabat City,63,na,16,na,62,37.9415,58.3879,53
1169,Turkmenistan,Ashgabat City,63,na,16,na,62,37.9415,58.3879,53
1170,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1171,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1172,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1173,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1174,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1175,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1176,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1177,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1178,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1179,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1180,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1181,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1182,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1183,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1184,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1185,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1186,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1187,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1188,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1189,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1190,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1191,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1192,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1193,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1194,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1195,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1196,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1197,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1198,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1199,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1200,Rwanda,Kigali,95,na,6,na,68,-1.936231,30.077951,27
1201,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1202,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1203,Turkey,Sinop,36,na,32,na,39,42.029078040164,35.1552890251045,12
1204,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1205,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1206,Portugal,Ribeirinha,23,na,15,na,18,38.605,-28.631388888889,7
1207,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1208,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1209,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1210,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1211,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1212,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1213,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1214,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1215,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1216,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1217,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1218,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1219,Romania,Ungheni,2,na,28,na,28,47.2,27.783333,7
1220,United Arab Emirates,Rabdan,86,0.1,31,3.8,134,24.403725901797,54.516212598318,96
1221,United Arab Emirates,Dubai,93,na,24,na,138,25.25848,55.309166,87
1222,United Arab Emirates,Al Tiwayya,113,na,31,na,138,24.259283538347,55.704940681812,97
1223,United Arab Emirates,Abu Dhabi,43,na,32,na,128,24.484653749994,54.364735330707,93
1224,France,Fontainebleau,33,na,28,na,23,48.3545,2.64536,7
1225,United Arab Emirates,Abu Dhabi,43,na,32,na,128,24.484653749994,54.364735330707,93
1226,United Kingdom,London,18,na,25,na,52,51.5013906712066,-0.0782034373606952,15
1227,United Kingdom,London,20,na,25,na,50,51.4563,0.085606,15
1228,United Kingdom,City of Westminster,17,na,25,na,52,51.4922482333024,-0.147114752900186,15
1229,United Kingdom,London,5,na,25,na,50,51.490532,0.074003,15
1230,United Kingdom,City of Westminster,17,na,25,na,52,51.4922482333024,-0.147114752900186,15
1231,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1232,United Kingdom,Belfast,20,na,21,na,19,54.59965,-5.928833,6
1233,United Kingdom,London,5,na,25,na,50,51.490532,0.074003,15
1234,United Kingdom,City of London,23,na,25,na,52,51.520225273171,-0.0961060474176381,15
1235,United Kingdom,London,22,2.7,24,6.4,32,51.489398,-0.310081,9
1236,United Kingdom,London,5,na,24,na,32,51.476168,-0.230427,9
1237,United Kingdom,London,10,na,25,na,52,51.5277066194645,-0.129053205282516,15
1238,United Kingdom,London,5,na,25,na,50,51.490532,0.074003,15
1239,United Kingdom,London,7,na,24,na,50,51.472504,-0.012381,15
1240,United Kingdom,City of Westminster,46,2.8,25,27.5,52,51.52253,-0.154611,15
1241,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1242,United Kingdom,Clydebank,20,na,23,na,22,55.91796,-4.406231,8
1243,United Kingdom,London,10,na,25,na,52,51.5277066194645,-0.129053205282516,15
1244,United Kingdom,London,25,na,25,na,52,51.4931557048667,-0.101527038274853,15
1245,United Kingdom,London,10,na,25,na,52,51.5277066194645,-0.129053205282516,15
1246,United Kingdom,London,10,na,25,na,52,51.5277066194645,-0.129053205282516,15
1247,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1248,United Kingdom,City of Westminster,46,2.8,25,27.5,52,51.52253,-0.154611,15
1249,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1250,United Kingdom,City of Westminster,34,2.3,25,23.8,52,51.5073509,-0.1277583,15
1251,United Kingdom,London,10,na,25,na,52,51.5277066194645,-0.129053205282516,15
1252,United Kingdom,City of London,23,na,25,na,52,51.520225273171,-0.0961060474176381,15
1253,United Kingdom,City of London,23,na,25,na,52,51.520225273171,-0.0961060474176381,15
1254,United Kingdom,London,34,na,24,na,50,51.4795312838203,-0.0252606031340197,15
1255,United Kingdom,London,18,na,25,na,52,51.5013906712066,-0.0782034373606952,15
1256,United Kingdom,London,9,na,25,na,52,51.557895,-0.106989,15
1257,United Kingdom,City of Westminster,46,2.8,25,27.5,52,51.52253,-0.154611,15
1258,United Kingdom,Stoke-on-Trent,25,na,20,na,46,53.02821,-2.175133,13
1259,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1260,United Kingdom,London,25,na,25,na,52,51.4931557048667,-0.101527038274853,15
1261,United Kingdom,London,5,na,25,na,50,51.490532,0.074003,15
1262,United Kingdom,London,38,7.3,24,8.7,50,51.562376,-0.004898,15
1263,United Kingdom,London,25,na,25,na,52,51.4931557048667,-0.101527038274853,15
1264,United Kingdom,London,18,na,24,na,32,51.463429,-0.215871,9
1265,United Kingdom,City of Westminster,34,2.3,25,23.8,52,51.5073509,-0.1277583,15
1266,United Kingdom,City of London,10,na,25,na,52,51.513847178423,-0.077765681752,15
1267,United Kingdom,City of London,34,na,25,na,52,51.5145253362314,-0.104515626337876,15
1268,United Kingdom,London,32,2.7,24,1,32,51.52105,-0.213492,9
1269,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1270,United Kingdom,London,25,na,25,na,52,51.4931557048667,-0.101527038274853,15
1271,United Kingdom,London,32,2.7,24,1,32,51.52105,-0.213492,9
1272,United Kingdom,London,38,7.3,24,8.7,50,51.562376,-0.004898,15
1273,United Kingdom,London,15,na,25,na,33,51.57661,0.030858,10
1274,United Kingdom,London,32,2.7,24,1,32,51.52105,-0.213492,9
1275,United Kingdom,London,34,na,25,na,52,51.533238,-0.129594,15
1276,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1277,United Kingdom,London,7,na,24,na,50,51.472504,-0.012381,15
1278,United Kingdom,Coventry,21,na,23,na,46,52.411563,-1.560228,13
1279,United Kingdom,London,38,2.3,25,7.1,52,51.49467,-0.131931,15
1280,United Kingdom,London,9,na,26,na,29,51.377923,-0.240414,8
1281,United Kingdom,London,10,na,25,na,52,51.5277066194645,-0.129053205282516,15
1282,United Kingdom,London,25,na,25,na,52,51.4931557048667,-0.101527038274853,15
1283,United Kingdom,London,25,2.3,25,9.8,52,51.54421,-0.175269,15
1284,United Kingdom,London,22,2.7,24,6.4,32,51.489398,-0.310081,9
1285,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1286,United Kingdom,City of London,34,na,25,na,52,51.5145253362314,-0.104515626337876,15
1287,United Kingdom,City of Westminster,17,na,25,na,52,51.4922482333024,-0.147114752900186,15
1288,United Kingdom,City of Westminster,46,2.8,25,27.5,52,51.52253,-0.154611,15
1289,United Kingdom,City of Westminster,17,na,25,na,52,51.4922482333024,-0.147114752900186,15
1290,United Kingdom,London,32,2.7,24,1,32,51.52105,-0.213492,9
1291,United Kingdom,London,32,2.7,24,1,32,51.52105,-0.213492,9
1292,United Kingdom,London,38,7.3,24,12.5,34,51.5993,-0.068218,10
1293,United Kingdom,City of Westminster,34,2.3,25,23.8,52,51.5073509,-0.1277583,15
1294,United Kingdom,City of Westminster,34,2.3,25,23.8,52,51.5073509,-0.1277583,15
1295,United Kingdom,City of Westminster,46,2.8,25,27.5,52,51.52253,-0.154611,15
1296,United Kingdom,City of Westminster,34,2.3,25,23.8,52,51.5073509,-0.1277583,15
1297,United Kingdom,City of London,34,na,25,na,52,51.5145253362314,-0.104515626337876,15
1298,United Kingdom,London,38,2.3,25,7.1,52,51.49467,-0.131931,15
1299,United Kingdom,London,25,na,25,na,52,51.4931557048667,-0.101527038274853,15
1300,United Kingdom,London,13,na,27,na,29,51.410039,-0.127523,8
1301,United Kingdom,City of Westminster,17,na,25,na,52,51.4922482333024,-0.147114752900186,15
1302,United Kingdom,City of Westminster,17,na,25,na,52,51.4922482333024,-0.147114752900186,15
1303,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1304,United Kingdom,London,10,na,27,na,29,51.3586596124998,-0.149723946604927,8
1305,United Kingdom,London,33,2.3,25,5.7,52,51.52229,-0.125889,15
1306,United Kingdom,London,8,na,24,na,50,51.5150461674013,-0.0084184926564274,15
1307,United Kingdom,City of Westminster,46,2.8,25,27.5,52,51.52253,-0.154611,15
1308,United Kingdom,City of London,10,na,25,na,52,51.513847178423,-0.077765681752,15
1309,United Kingdom,Howgate,28,na,36,na,28,55.79216,-3.2429,9
1310,United Kingdom,London,38,7.3,24,8.7,50,51.562376,-0.004898,15
1311,United Kingdom,London,11,na,26,na,29,51.412308,-0.29658478,8
1312,United Kingdom,City of London,34,na,25,na,52,51.5145253362314,-0.104515626337876,15
1313,United Kingdom,City of Westminster,46,2.8,25,27.5,52,51.52253,-0.154611,15
1314,United Kingdom,City of Westminster,46,2.8,25,27.5,52,51.52253,-0.154611,15
1315,United Kingdom,City of London,23,na,25,na,52,51.520225273171,-0.0961060474176381,15
1316,United Kingdom,London,38,2.3,25,7.1,52,51.49467,-0.131931,15
1317,United Kingdom,City of Westminster,46,2.8,25,27.5,52,51.52253,-0.154611,15
1318,Argentina,Dock Sud,53,na,2,na,53,-34.657988,-58.342538,19
1319,Argentina,Dock Sud,53,na,2,na,53,-34.657988,-58.342538,19
1320,Argentina,Dock Sud,53,na,2,na,53,-34.657988,-58.342538,19
1321,Argentina,Dock Sud,53,na,2,na,53,-34.657988,-58.342538,19
1322,Uzbekistan,Tashkent,82,na,19,na,119,41.328069,69.294476,72
1323,Uzbekistan,Tashkent,82,na,19,na,119,41.328069,69.294476,72
1324,Uzbekistan,Tashkent,82,na,19,na,119,41.328069,69.294476,72
1325,Uzbekistan,Tashkent,82,na,19,na,119,41.328069,69.294476,72
1326,Uzbekistan,Tashkent,82,na,19,na,119,41.328069,69.294476,72
1327,Uzbekistan,Tashkent,82,na,19,na,119,41.328069,69.294476,72
1328,Uzbekistan,Tashkent,98,na,19,na,119,41.328069,69.294476,72
1329,Uzbekistan,Tashkent,98,na,19,na,119,41.328069,69.294476,72
1330,Uzbekistan,Tashkent,98,na,19,na,119,41.328069,69.294476,72
1331,Uzbekistan,Tashkent,98,na,19,na,119,41.328069,69.294476,72
1332,Uzbekistan,Tashkent,98,na,19,na,119,41.328069,69.294476,72
1333,Uzbekistan,Tashkent,137,na,19,na,119,41.3672,69.2725,72
1334,Uzbekistan,Tashkent,98,na,19,na,119,41.328069,69.294476,72
1335,Uzbekistan,Tashkent,98,na,19,na,119,41.328069,69.294476,72
1336,Saudi Arabia,Jeddah,53,na,18,na,74,21.543486,39.17299,54
1337,South Africa,Lephalale Local Municipality,30,0.5,6,3.1,51,-23.682068,27.722012,18
1338,South Africa,Mogalakwena Local Municipality,27,2.2,9,2.5,89,-24.155951,28.984199,36
1339,South Africa,Mogalakwena Local Municipality,27,2.2,9,2.5,89,-24.155951,28.984199,36
1340,South Africa,Mogalakwena Local Municipality,27,2.2,9,2.5,89,-24.155951,28.984199,36
1341,South Africa,Mogalakwena Local Municipality,27,2.2,9,2.5,89,-24.155951,28.984199,36
